"drugId"|"foodInteractionDescription"
"DB13849"|""
"DB13850"|""
"DB13851"|""
"DB13852"|""
"DB13853"|"Take before a meal."
"DB13854"|""
"DB13855"|""
"DB13856"|""
"DB13857"|""
"DB13858"|""
"DB13860"|""
"DB13861"|""
"DB13862"|""
"DB13863"|""
"DB13864"|""
"DB13865"|""
"DB13866"|""
"DB13867"|""
"DB13868"|""
"DB13869"|""
"DB13871"|""
"DB13872"|""
"DB13873"|"Take with or without food."
"DB13874"|"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of enasidenib; however, CYP3A4 is one of many enzymes involved in enasidenib metabolism. Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of enasidenib; however, CYP3A4 is one of many enzymes involved in enasidenib metabolism. Take at the same time every day. Take with a full glass of water. Take with or without food."
"DB13875"|""
"DB13876"|""
"DB13877"|""
"DB13878"|"Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of pibrentasvir. Take with food."
"DB13879"|"Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of glecaprevir. Take with food."
"DB13881"|""
"DB13882"|""
"DB13883"|""
"DB13884"|""
"DB13885"|""
"DB13886"|""
"DB13887"|""
"DB13888"|""
"DB13889"|""
"DB13890"|""
"DB13891"|""
"DB13892"|""
"DB13893"|""
"DB13894"|""
"DB13895"|""
"DB13896"|""
"DB13897"|""
"DB13898"|""
"DB13899"|""
"DB13900"|""
"DB13901"|""
"DB13902"|""
"DB13903"|""
"DB13904"|""
"DB13905"|""
"DB13906"|""
"DB13907"|""
"DB13908"|""
"DB13909"|""
"DB13910"|""
"DB13911"|""
"DB13912"|""
"DB13913"|""
"DB13914"|""
"DB13915"|""
"DB13916"|""
"DB13917"|""
"DB13918"|""
"DB13919"|""
"DB13920"|""
"DB13921"|""
"DB13923"|""
"DB13924"|""
"DB13925"|""
"DB13926"|""
"DB13927"|""
"DB13928"|"Take on an empty stomach. For oral use of semaglutide, take 30 minutes before the first meal of the day. Take with plain water. For oral use of semaglutide, do not exceed 4 ounces of water (1/2 cup)."
"DB13929"|""
"DB13930"|""
"DB13931"|""
"DB13932"|""
"DB13933"|""
"DB13934"|""
"DB13935"|""
"DB13936"|""
"DB13937"|""
"DB13938"|""
"DB13939"|""
"DB13940"|""
"DB13941"|""
"DB13943"|""
"DB13944"|""
"DB13946"|"Take with food. Food enhances the systemic exposure of testosterone undecanoate administered as oral capsules."
"DB13947"|""
"DB13948"|""
"DB13949"|"Avoid milk and dairy products. Take with food. Take ferric cation with or just after meals."
"DB13950"|""
"DB13951"|""
"DB13952"|"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol acetate. Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol acetate. Therefore it may reduce the serum concentration and effectiveness of estradiol acetate."
"DB13953"|""
"DB13954"|"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol cypionate. Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol cypionate. Therefore it may reduce the serum concentration and effectiveness of estradiol cypionate."
"DB13955"|""
"DB13956"|"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol valerate. Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol valerate. Therefore it may reduce the serum concentration and effectiveness of estradiol valerate."
"DB13957"|""
"DB13958"|""
"DB13959"|""
"DB13960"|""
"DB13961"|""
"DB13962"|""
"DB13963"|""
"DB13964"|""
"DB13965"|""
"DB13966"|""
"DB13967"|""
"DB13968"|""
"DB13969"|""
"DB13970"|""
"DB13971"|""
"DB13972"|""
"DB13973"|""
"DB13974"|""
"DB13975"|""
"DB13976"|""
"DB13977"|""
"DB13978"|""
"DB13979"|""
"DB13980"|""
"DB13981"|""
"DB13982"|""
"DB13983"|""
"DB13984"|""
"DB13985"|""
"DB13987"|""
"DB13988"|""
"DB13989"|""
"DB13990"|""
"DB13991"|""
"DB13992"|""
"DB13993"|""
"DB13994"|""
"DB13995"|""
"DB13996"|""
"DB13997"|"Avoid antacids. Baloxavir may form a chelate with polyvalent cations in antacids, which may decrease plasma concentrations of baloxavir. Avoid milk and dairy products. Baloxavir may form a chelate with polyvalent cations such as calcium in dairy products, which may decrease plasma concentrations of baloxavir. Avoid multivalent ions. Multivalent ions such as magnesium, calcium, and aluminum can form a chelate with baloxavir, which can reduce the absorption of baloxavir. Take with or without food. Food reduces drug absorption, but not to a clinically significant extent."
"DB13998"|""
"DB13999"|""
"DB14000"|""
"DB14001"|""
"DB14002"|""
"DB14003"|""
"DB14004"|""
"DB14005"|""
"DB14006"|""
"DB14007"|""
"DB14008"|""
"DB14009"|""
"DB14010"|""
"DB14011"|""
"DB14012"|""
"DB14013"|""
"DB14014"|""
"DB14015"|""
"DB14016"|"Take after a meal."
"DB14017"|""
"DB14018"|"Drink plenty of fluids. Avoid dehydration by drinking 6-8 glasses of water daily. Take with a full glass of water."
"DB14019"|"Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of fosnetupitant."
"DB14020"|""
"DB14022"|""
"DB14025"|""
"DB14026"|""
"DB14027"|""
"DB14028"|""
"DB14029"|""
"DB14030"|""
"DB14031"|""
"DB14033"|""
"DB14034"|""
"DB14035"|""
"DB14037"|""
"DB14038"|""
"DB14039"|""
"DB14040"|""
"DB14041"|""
"DB14042"|"Avoid alcohol. Take with or without food."
"DB14043"|""
"DB14044"|""
"DB14045"|""
"DB14046"|""
"DB14048"|""
"DB14049"|""
"DB14050"|""
"DB14051"|""
"DB14052"|""
"DB14054"|""
"DB14055"|"Avoid drastic dietary changes. Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. Ensure consistent Vitamin K intake."
"DB14056"|""
"DB14057"|""
"DB14058"|""
"DB14059"|""
"DB14060"|""
"DB14061"|""
"DB14062"|""
"DB14063"|""
"DB14064"|""
"DB14065"|""
"DB14066"|""
"DB14067"|""
"DB14068"|""
"DB14069"|""
"DB14070"|""
"DB14071"|""
"DB14072"|""
"DB14073"|""
"DB14074"|""
"DB14075"|""
"DB14076"|""
"DB14077"|""
"DB14078"|""
"DB14079"|""
"DB14080"|""
"DB14081"|""
"DB14082"|""
"DB14083"|""
"DB14084"|""
"DB14085"|""
"DB14086"|""
"DB14087"|""
"DB14088"|""
"DB14089"|""
"DB14090"|""
"DB14091"|""
"DB14092"|""
"DB14093"|""
"DB14094"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB14096"|""
"DB14097"|""
"DB14098"|""
"DB14099"|""
"DB14100"|""
"DB14101"|""
"DB14102"|""
"DB14103"|""
"DB14104"|""
"DB14105"|""
"DB14106"|""
"DB14107"|""
"DB14108"|""
"DB14109"|""
"DB14110"|""
"DB14111"|""
"DB14112"|""
"DB14113"|""
"DB14114"|""
"DB14115"|""
"DB14116"|"Take separate from meals. Take Inon Ace (dimethicone, magnesium hydroxide, silodrate) between meals,."
"DB14117"|""
"DB14119"|""
"DB14120"|""
"DB14121"|""
"DB14122"|""
"DB14123"|""
"DB14124"|""
"DB14125"|""
"DB14126"|"Take with food."
"DB14127"|""
"DB14128"|""
"DB14129"|""
"DB14130"|""
"DB14131"|""
"DB14132"|""
"DB14134"|""
"DB14135"|""
"DB14136"|""
"DB14137"|""
"DB14138"|""
"DB14139"|""
"DB14140"|""
"DB14141"|""
"DB14142"|""
"DB14143"|""
"DB14144"|""
"DB14145"|""
"DB14146"|""
"DB14148"|""
"DB14149"|""
"DB14150"|""
"DB14151"|""
"DB14152"|""
"DB14153"|""
"DB14154"|""
"DB14155"|""
"DB14156"|""
"DB14157"|""
"DB14158"|""
"DB14159"|""
"DB14160"|""
"DB14161"|""
"DB14162"|""
"DB14163"|""
"DB14164"|""
"DB14165"|""
"DB14166"|""
"DB14167"|""
"DB14168"|""
"DB14169"|""
"DB14170"|""
"DB14171"|""
"DB14172"|""
"DB14173"|""
"DB14174"|""
"DB14175"|""
"DB14176"|""
"DB14177"|""
"DB14178"|""
"DB14179"|""
"DB14180"|""
"DB14181"|""
"DB14182"|""
"DB14183"|""
"DB14184"|""
"DB14185"|""
"DB14186"|""
"DB14187"|""
"DB14188"|""
"DB14189"|""
"DB14190"|""
"DB14191"|""
"DB14192"|""
"DB14193"|""
"DB14194"|""
"DB14195"|""
"DB14196"|""
"DB14197"|""
"DB14198"|""
"DB14199"|""
"DB14200"|""
"DB14201"|""
"DB14202"|""
"DB14203"|""
"DB14204"|""
"DB14205"|""
"DB14206"|""
"DB14207"|""
"DB14208"|""
"DB14209"|""
"DB14210"|""
"DB14211"|""
"DB14212"|""
"DB14213"|""
"DB14214"|""
"DB14217"|""
"DB14218"|""
"DB14219"|""
"DB14221"|""
"DB14222"|""
"DB14223"|""
"DB14224"|""
"DB14225"|""
"DB14226"|""
"DB14227"|""
"DB14228"|""
"DB14229"|""
"DB14230"|""
"DB14231"|""
"DB14232"|""
"DB14233"|""
"DB14234"|""
"DB14235"|""
"DB14236"|""
"DB14237"|""
"DB14238"|""
"DB14239"|""
"DB14240"|""
"DB14241"|""
"DB14242"|""
"DB14243"|""
"DB14244"|""
"DB14245"|""
"DB14246"|""
"DB14247"|""
"DB14248"|""
"DB14249"|""
"DB14250"|""
"DB14251"|""
"DB14252"|""
"DB14253"|""
"DB14254"|""
"DB14255"|""
"DB14256"|"Take with food."
"DB14257"|""
"DB14258"|""
"DB14259"|""
"DB14260"|""
"DB14261"|""
"DB14262"|""
"DB14263"|""
"DB14264"|""
"DB14265"|""
"DB14266"|""
"DB14267"|""
"DB14268"|""
"DB14269"|""
"DB14270"|""
"DB14271"|""
"DB14272"|""
"DB14273"|""
"DB14274"|""
"DB14275"|""
"DB14276"|""
"DB14277"|""
"DB14278"|""
"DB14279"|""
"DB14280"|""
"DB14281"|""
"DB14282"|""
"DB14283"|""
"DB14284"|""
"DB14285"|""
"DB14286"|""
"DB14287"|""
"DB14288"|""
"DB14289"|""
"DB14290"|""
"DB14291"|""
"DB14292"|""
"DB14293"|""
"DB14294"|""
"DB14295"|""
"DB14296"|""
"DB14297"|""
"DB14298"|""
"DB14299"|""
"DB14300"|""
"DB14301"|""
"DB14302"|""
"DB14303"|""
"DB14304"|""
"DB14305"|""
"DB14306"|""
"DB14307"|""
"DB14308"|""
"DB14309"|""
"DB14310"|""
"DB14311"|""
"DB14312"|""
"DB14313"|""
"DB14314"|""
"DB14315"|""
"DB14316"|""
"DB14317"|""
"DB14318"|""
"DB14319"|""
"DB14320"|""
"DB14321"|""
"DB14322"|""
"DB14323"|""
"DB14324"|""
"DB14325"|""
"DB14326"|""
"DB14327"|""
"DB14328"|""
"DB14329"|""
"DB14330"|""
"DB14331"|""
"DB14332"|""
"DB14333"|""
"DB14334"|""
"DB14335"|""
"DB14336"|""
"DB14337"|""
"DB14338"|""
"DB14339"|""
"DB14340"|""
"DB14341"|""
"DB14342"|""
"DB14343"|""
"DB14344"|""
"DB14345"|""
"DB14346"|""
"DB14347"|""
"DB14348"|""
"DB14349"|""
"DB14350"|""
"DB14351"|""
"DB14352"|""
"DB14353"|""
"DB14354"|""
"DB14355"|""
"DB14356"|""
"DB14357"|""
"DB14358"|""
"DB14359"|""
"DB14360"|""
"DB14361"|""
"DB14362"|""
"DB14363"|""
"DB14364"|""
"DB14365"|""
"DB14366"|""
"DB14367"|""
"DB14368"|""
"DB14369"|""
"DB14370"|""
"DB14371"|""
"DB14372"|""
"DB14373"|""
"DB14374"|""
"DB14375"|""
"DB14376"|""
"DB14377"|""
"DB14378"|""
"DB14379"|""
"DB14382"|""
"DB14383"|""
"DB14384"|""
"DB14385"|""
"DB14386"|""
"DB14387"|""
"DB14388"|""
"DB14389"|""
"DB14390"|""
"DB14391"|""
"DB14392"|""
"DB14393"|""
"DB14394"|""
"DB14395"|""
"DB14396"|""
"DB14397"|""
"DB14398"|""
"DB14399"|""
"DB14400"|""
"DB14401"|""
"DB14402"|""
"DB14403"|""
"DB14404"|""
"DB14405"|""
"DB14406"|""
"DB14407"|""
"DB14408"|""
"DB14409"|""
"DB14410"|""
"DB14411"|""
"DB14412"|""
"DB14413"|""
"DB14414"|""
"DB14415"|""
"DB14416"|""
"DB14417"|""
"DB14418"|""
"DB14419"|""
"DB14420"|""
"DB14421"|""
"DB14422"|""
"DB14423"|""
"DB14424"|""
"DB14425"|""
"DB14426"|""
"DB14427"|""
"DB14428"|""
"DB14429"|""
"DB14430"|""
"DB14431"|""
"DB14432"|""
"DB14433"|""
"DB14434"|""
"DB14435"|""
"DB14436"|""
"DB14437"|""
"DB14438"|""
"DB14439"|""
"DB14440"|""
"DB14441"|""
"DB14442"|""
"DB14443"|"Take separate from meals. Avoid food or drink for 60 minutes before and after administration as it may interfere with the protective effect of the vaccine buffer."
"DB14444"|""
"DB14445"|""
"DB14446"|""
"DB14447"|""
"DB14449"|""
"DB14450"|""
"DB14451"|""
"DB14452"|""
"DB14453"|""
"DB14454"|""
"DB14455"|""
"DB14456"|""
"DB14457"|""
"DB14458"|""
"DB14459"|""
"DB14460"|""
"DB14461"|""
"DB14462"|""
"DB14463"|""
"DB14464"|""
"DB14465"|""
"DB14466"|""
"DB14467"|""
"DB14468"|""
"DB14469"|""
"DB14470"|""
"DB14471"|""
"DB14472"|""
"DB14473"|""
"DB14474"|""
"DB14475"|""
"DB14476"|""
"DB14477"|""
"DB14478"|""
"DB14479"|""
"DB14480"|""
"DB14481"|""
"DB14482"|""
"DB14483"|""
"DB14484"|"Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea."
"DB14485"|"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods. Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
"DB14486"|""
"DB14487"|"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods. Take on an empty stomach. Take at least 1 hour before or after eating and drinking, excluding drinking plain water."
"DB14488"|"Avoid milk and dairy products. Take ferrous gluconate at least 2 hours before or after milk. Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption. Take at least 2 hours before or after calcium supplements. Take separate from antacids. Take ferrous gluconate at least 2 hours before or after antacids. Take with food. This reduces gastric irritation. Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron."
"DB14489"|""
"DB14490"|"Take on an empty stomach. Taking ferrous ascorbate with food reduces the absorption of iron."
"DB14491"|"Avoid milk and dairy products. Take ferrous fumarate at least 2 hours before or after milk. Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption. Take at least 2 hours before or after calcium supplements. Take separate from antacids. Take ferrous fumarate at least 2 hours before or after antacids. Take with food. This reduces gastric irritation. Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron."
"DB14492"|""
"DB14493"|""
"DB14494"|""
"DB14495"|""
"DB14496"|""
"DB14497"|""
"DB14498"|""
"DB14499"|""
"DB14500"|""
"DB14501"|""
"DB14502"|"Take with a full glass of water. Take with food."
"DB14503"|"Take with a full glass of water. Take with food."
"DB14504"|"Take with a full glass of water. Take with food."
"DB14505"|""
"DB14506"|""
"DB14507"|"Avoid alcohol. Avoid iodine-containing foods and supplements. Drink plenty of fluids. Drink at least 2500 to 3000 mL of fluids daily. Limit caffeine intake. Take with food. Lithium can cause hyponatremia. Include adequate salt in the diet."
"DB14508"|""
"DB14509"|"Avoid alcohol. Alcohol increased peak serum concentrations of lithium. Avoid iodine-containing foods and supplements. Iodine and lithium may synergistically produce hypothyroidism. Limit caffeine intake. Caffeine may decrease lithium concentrations. Take with food. Food reduces gastrointestinal upset."
"DB14510"|""
"DB14511"|""
"DB14512"|""
"DB14513"|"Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea."
"DB14514"|""
"DB14515"|""
"DB14516"|""
"DB14517"|""
"DB14518"|""
"DB14519"|""
"DB14520"|"Take with food."
"DB14521"|""
"DB14522"|""
"DB14523"|""
"DB14524"|""
"DB14525"|""
"DB14526"|""
"DB14527"|""
"DB14528"|""
"DB14529"|"Administer vitamin supplements. Foods or supplements containing niacin (Vitamin B3) may improve the absorption of chromium. Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium."
"DB14530"|""
"DB14531"|""
"DB14532"|""
"DB14533"|""
"DB14534"|""
"DB14535"|""
"DB14536"|""
"DB14537"|""
"DB14538"|""
"DB14539"|""
"DB14540"|""
"DB14541"|""
"DB14542"|""
"DB14543"|""
"DB14544"|""
"DB14545"|""
"DB14546"|""
"DB14547"|""
"DB14548"|"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods. Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
"DB14549"|""
"DB14550"|""
"DB14551"|""
"DB14552"|""
"DB14553"|""
"DB14554"|""
"DB14555"|""
"DB14556"|""
"DB14557"|""
"DB14558"|""
"DB14559"|""
"DB14560"|""
"DB14561"|""
"DB14562"|""
"DB14563"|""
"DB14564"|""
"DB14565"|""
"DB14566"|""
"DB14567"|""
"DB14568"|"Do not take with or immediately after a high-fat meal. Administration of ivosidenib with a high-fat meal increases the Cmax and AUC of ivosidenib by 98 and 25%, respectively. Exercise caution with grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ivosidenib. Dose adjustment may be necessary if co-administered. Exercise caution with St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ivosidenib. Take at the same time every day. Take with or without food."
"DB14569"|""
"DB14570"|""
"DB14571"|""
"DB14572"|""
"DB14573"|""
"DB14574"|""
"DB14575"|""
"DB14576"|""
"DB14577"|""
"DB14578"|""
"DB14579"|""
"DB14580"|""
"DB14581"|""
"DB14582"|""
"DB14583"|"Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of segesterone acetate. If coadministration is necessary, back up contraception should be used."
"DB14584"|""
"DB14585"|""
"DB14586"|""
"DB14587"|""
"DB14588"|""
"DB14589"|""
"DB14590"|""
"DB14591"|""
"DB14592"|""
"DB14593"|""
"DB14594"|""
"DB14595"|""
"DB00873"|""
"DB14597"|""
"DB14598"|""
"DB14599"|""
"DB14600"|""
"DB14601"|""
"DB14602"|""
"DB14603"|""
"DB14604"|""
"DB14605"|""
"DB14606"|""
"DB14607"|""
"DB14608"|""
"DB14609"|""
"DB14610"|""
"DB14611"|""
"DB14612"|""
"DB14613"|""
"DB14614"|""
"DB14615"|""
"DB14616"|""
"DB14617"|""
"DB14618"|""
"DB14619"|""
"DB14620"|""
"DB14622"|""
"DB14623"|""
"DB14624"|""
"DB14625"|""
"DB14626"|""
"DB14627"|""
"DB14628"|""
"DB14629"|""
"DB14630"|""
"DB14631"|"Take with food. Food reduces GI irritation."
"DB14632"|""
"DB14633"|""
"DB14634"|""
"DB14635"|""
"DB14636"|""
"DB14637"|""
"DB14638"|""
"DB14639"|""
"DB14640"|""
"DB14641"|""
"DB14642"|""
"DB14643"|""
"DB14644"|""
"DB14645"|""
"DB14646"|""
"DB14647"|""
"DB14648"|""
"DB14649"|""
"DB14650"|""
"DB14651"|""
"DB14652"|""
"DB14653"|""
"DB14654"|""
"DB14655"|""
"DB14656"|""
"DB14657"|""
"DB14658"|""
"DB14659"|""
"DB14660"|""
"DB14661"|""
"DB14662"|""
"DB14663"|""
"DB14664"|""
"DB14665"|""
"DB14666"|""
"DB14667"|""
"DB14668"|""
"DB14669"|""
"DB14670"|""
"DB14671"|""
"DB14672"|""
"DB14673"|""
"DB14674"|""
"DB14675"|""
"DB14676"|""
"DB14677"|""
"DB14678"|""
"DB14679"|""
"DB14680"|""
"DB14681"|""
"DB14682"|""
"DB14683"|""
"DB14684"|"Take with a full glass of water."
"DB14685"|""
"DB14686"|""
"DB14687"|""
"DB14688"|""
"DB14689"|""
"DB14690"|""
"DB14691"|""
"DB14692"|""
"DB14693"|""
"DB14694"|""
"DB14695"|""
"DB14696"|""
"DB14697"|""
"DB14698"|""
"DB14699"|""
"DB14700"|""
"DB14701"|""
"DB14702"|""
"DB14703"|""
"DB14704"|""
"DB14705"|""
"DB14706"|""
"DB14707"|""
"DB14708"|""
"DB14709"|""
"DB14710"|""
"DB14711"|""
"DB14712"|""
"DB14713"|""
"DB14714"|""
"DB14715"|""
"DB14716"|""
"DB14717"|""
"DB14718"|""
"DB14719"|""
"DB14720"|""
"DB14721"|""
"DB14722"|""
"DB14723"|"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of larotrectinib. Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of larotrectinib. Take with or without food."
"DB14724"|""
"DB14725"|""
"DB14726"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB14727"|""
"DB14728"|""
"DB14729"|""
"DB14730"|""
"DB14731"|""
"DB14732"|""
"DB14733"|""
"DB14734"|""
"DB14735"|""
"DB14736"|""
"DB14737"|""
"DB14738"|""
"DB14739"|""
"DB14740"|""
"DB14741"|""
"DB00781"|""
"DB14743"|""
"DB14744"|""
"DB14745"|""
"DB14746"|""
"DB14747"|""
"DB14748"|""
"DB14749"|""
"DB14750"|""
"DB14751"|"Take at the same time every day."
"DB14752"|""
"DB14753"|""
"DB14754"|"Take with or without food."
"DB14755"|""
"DB14756"|""
"DB14757"|""
"DB14758"|""
"DB14759"|""
"DB14760"|""
"DB14761"|""
"DB14762"|""
"DB14763"|""
"DB14764"|""
"DB14765"|""
"DB14766"|"Take with or without food."
"DB14767"|""
"DB14768"|""
"DB14769"|""
"DB14770"|""
"DB14771"|""
"DB14772"|""
"DB14773"|""
"DB14774"|""
"DB14775"|""
"DB14776"|""
"DB14777"|""
"DB14778"|""
"DB14779"|""
"DB14780"|""
"DB14781"|""
"DB14782"|""
"DB14783"|"Avoid alcohol. Take with or without food. If taken with food, the meal/snack should contain no more than 700 calories and no more than 30 g fat. Taking diroximel fumarate with food may reduce the adverse effect of flushing."
"DB14784"|""
"DB14785"|""
"DB14786"|""
"DB14787"|""
"DB14788"|""
"DB14789"|""
"DB14790"|""
"DB14791"|""
"DB14792"|""
"DB14793"|""
"DB14794"|""
"DB14795"|""
"DB14796"|""
"DB14797"|""
"DB14798"|""
"DB14799"|""
"DB14800"|""
"DB14801"|""
"DB14802"|""
"DB14803"|""
"DB14804"|""
"DB14805"|""
"DB14806"|""
"DB14807"|""
"DB14808"|""
"DB14809"|""
"DB14810"|""
"DB14811"|""
"DB14812"|""
"DB14813"|""
"DB14814"|""
"DB14815"|""
"DB14816"|""
"DB14817"|""
"DB14818"|""
"DB14819"|""
"DB14820"|""
"DB14821"|""
"DB14822"|""
"DB14823"|""
"DB14824"|""
"DB14825"|""
"DB14826"|""
"DB14827"|""
"DB14828"|""
"DB14829"|""
"DB14830"|""
"DB14831"|""
"DB14832"|""
"DB14833"|""
"DB14834"|""
"DB14835"|""
"DB14836"|""
"DB14838"|""
"DB14839"|""
"DB14840"|"Take with or without food."
"DB14841"|""
"DB14843"|""
"DB14844"|""
"DB14845"|""
"DB14846"|""
"DB14847"|""
"DB14848"|""
"DB14849"|""
"DB14850"|""
"DB14851"|""
"DB14852"|""
"DB14853"|""
"DB14854"|""
"DB14855"|""
"DB14856"|""
"DB14857"|""
"DB14858"|""
"DB14859"|""
"DB14860"|""
"DB14862"|""
"DB14864"|""
"DB14865"|""
"DB14866"|""
"DB14867"|""
"DB14868"|""
"DB14869"|""
"DB14870"|""
"DB14871"|""
"DB14872"|""
"DB14873"|""
"DB14874"|""
"DB14875"|""
"DB14876"|""
"DB14877"|""
"DB14878"|""
"DB14879"|""
"DB14880"|""
"DB14881"|""
"DB14882"|""
"DB14883"|""
"DB14884"|""
"DB14885"|""
"DB14886"|""
"DB14887"|""
"DB14888"|""
"DB14889"|""
"DB14890"|""
"DB14891"|""
"DB14892"|""
"DB14894"|""
"DB14895"|"Take with or without food. A high-fat meal had no clinically significant effects on vibegron plasma concentrations."
"DB14896"|""
"DB14897"|""
"DB14898"|""
"DB14899"|""
"DB14900"|""
"DB14901"|""
"DB14902"|""
"DB14903"|""
"DB14904"|""
"DB14905"|""
"DB14906"|""
"DB14907"|""
"DB14908"|""
"DB14909"|""
"DB14910"|""
"DB14911"|""
"DB14912"|""
"DB14913"|""
"DB14914"|""
"DB14915"|""
"DB14916"|""
"DB14917"|""
"DB14918"|""
"DB14919"|""
"DB14920"|""
"DB14921"|""
"DB14922"|""
"DB14923"|""
"DB14924"|"Take with or without food. The coadministration of ritlecitinib and a high-fat meal reduced the Cmax and AUC; however, food does not have a clinically significant impact on the systemic exposures of ritlecitinib."
"DB14925"|""
"DB14926"|""
"DB14927"|""
"DB14928"|""
"DB14929"|""
"DB14930"|""
"DB14931"|""
"DB14932"|""
"DB14933"|""
"DB14934"|""
"DB14935"|""
"DB14936"|""
"DB14937"|""
"DB14938"|""
"DB14939"|""
"DB14940"|""
"DB14941"|""
"DB14942"|""
"DB14943"|""
"DB14944"|""
"DB14945"|""
"DB14946"|""
"DB14947"|""
"DB14948"|""
"DB14949"|""
"DB14950"|""
"DB14951"|""
"DB14952"|""
"DB14953"|""
"DB14954"|""
"DB14955"|""
"DB14956"|""
"DB14957"|""
"DB14958"|""
"DB14959"|""
"DB14960"|""
"DB14961"|""
"DB14962"|""
"DB14963"|""
"DB14964"|""
"DB14965"|""
"DB14966"|""
"DB14967"|""
"DB14968"|""
"DB14969"|""
"DB14970"|""
"DB14971"|""
"DB14972"|""
"DB14973"|"Take at the same time every day. Administer with or without food, as it has no clinically relevant effect on abrocitinib exposures."
"DB14974"|""
"DB14975"|"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of voxelotor. Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of voxelotor. Take with or without food."
"DB14976"|""
"DB14977"|""
"DB14978"|""
"DB14979"|""
"DB14980"|""
"DB14981"|""
"DB14982"|""
"DB14983"|""
"DB14984"|""
"DB14985"|""
"DB14986"|""
"DB14987"|""
"DB14988"|""
"DB14989"|"Take with food. Food increases the bioavailability and concentration of umbralisib."
"DB14990"|""
"DB14991"|""
"DB14992"|""
"DB14993"|""
"DB14995"|""
"DB14996"|""
"DB14997"|""
"DB14998"|""
"DB14999"|""
"DB15000"|""
"DB15001"|""
"DB15002"|""
"DB15003"|""
"DB15004"|""
"DB15005"|""
"DB15006"|""
"DB15007"|""
"DB15008"|""
"DB15009"|""
"DB15010"|""
"DB15011"|"Take with food."
"DB15012"|""
"DB15013"|""
"DB15014"|""
"DB15015"|""
"DB15016"|""
"DB15017"|""
"DB15018"|""
"DB15019"|""
"DB15020"|""
"DB15021"|""
"DB15022"|""
"DB15023"|""
"DB15024"|""
"DB15025"|""
"DB15026"|""
"DB15027"|""
"DB15028"|""
"DB15029"|""
"DB15030"|""
"DB15031"|"Avoid alcohol. Concomitant use of alcohol with daridorexant may lead to additive impairment of psychomotor performance and risk of CNS depression ."
"DB15032"|""
"DB15033"|""
"DB15034"|""
